variety,country,points
Cabernet Sauvignon,United<br>States,86
Chardonnay,United<br>States,86
Cabernet Sauvignon,United<br>States,85
Pinot Noir,United<br>States,88
Petite Sirah,United<br>States,91
Roussanne-Viognier,United<br>States,91
Bordeaux-style Red Blend,United<br>States,88
Merlot,United<br>States,88
Red Blend,United<br>States,88
Bordeaux-style Red Blend,United<br>States,92
Zinfandel,United<br>States,88
Riesling,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Sauvignon Blanc,United<br>States,92
Petite Sirah,United<br>States,92
Pinot Noir,United<br>States,84
Cabernet Sauvignon-Syrah,United<br>States,92
Cabernet Sauvignon,United<br>States,84
Red Blend,United<br>States,84
Rosé,United<br>States,91
Petit Manseng,United<br>States,84
Pinot Noir,United<br>States,92
Cabernet Sauvignon,United<br>States,92
Merlot,United<br>States,84
Merlot,United<br>States,83
Dolcetto,United<br>States,92
Petite Sirah,United<br>States,92
Nebbiolo,United<br>States,83
Malbec,United<br>States,92
Viognier-Roussanne,United<br>States,83
Bordeaux-style Red Blend,United<br>States,83
Cabernet Sauvignon,United<br>States,83
Pinot Noir,United<br>States,92
Cabernet Sauvignon,United<br>States,91
Cabernet Sauvignon,United<br>States,84
Pinot Gris,United<br>States,90
Pinot Noir,United<br>States,92
Zinfandel,United<br>States,92
Riesling,United<br>States,90
Chardonnay,United<br>States,84
Grenache,United<br>States,90
Pinot Noir,United<br>States,90
Chardonnay,United<br>States,90
Sémillon,United<br>States,90
White Blend,United<br>States,84
Primitivo,United<br>States,85
Red Blend,United<br>States,85
Rosé,United<br>States,85
Cabernet Sauvignon,United<br>States,84
Pinot Noir,United<br>States,85
Chardonnay,United<br>States,85
Chardonnay,United<br>States,90
White Blend,United<br>States,85
Syrah,United<br>States,85
Orange Muscat,United<br>States,85
Chardonnay,United<br>States,85
Petite Sirah,United<br>States,85
Red Blend,United<br>States,84
Red Blend,United<br>States,85
Pinot Noir,United<br>States,85
Chardonnay,United<br>States,85
Pinot Noir,United<br>States,85
Cabernet Franc,United<br>States,84
Tempranillo,United<br>States,84
Chardonnay,United<br>States,84
Merlot,United<br>States,84
Cabernet Sauvignon,United<br>States,85
Chardonnay,United<br>States,84
Pinot Noir,United<br>States,90
Pinot Noir,United<br>States,90
Sauvignon Blanc,United<br>States,85
Zinfandel,United<br>States,82
Red Blend,United<br>States,85
Syrah,United<br>States,85
Chardonnay,United<br>States,85
Pinot Noir,United<br>States,85
Sauvignon Blanc,United<br>States,83
Barbera,United<br>States,87
Chardonnay,United<br>States,87
Merlot,United<br>States,83
Sangiovese,United<br>States,83
Cabernet Sauvignon,United<br>States,83
Zinfandel,United<br>States,83
Merlot,United<br>States,90
Chardonnay,United<br>States,84
Zinfandel,United<br>States,87
Sauvignon Blanc,United<br>States,84
Merlot,United<br>States,87
Chardonnay,United<br>States,84
Merlot,United<br>States,87
Merlot,United<br>States,84
Merlot,United<br>States,84
Zinfandel,United<br>States,84
Cabernet Sauvignon,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Merlot,United<br>States,90
Grenache,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Chardonnay,United<br>States,84
White Blend,United<br>States,83
Cabernet Franc,United<br>States,87
Rhône-style White Blend,United<br>States,87
Red Blend,United<br>States,92
Bordeaux-style Red Blend,United<br>States,90
Syrah,United<br>States,92
Pinot Noir,United<br>States,92
Chenin Blanc,United<br>States,86
Petit Verdot,United<br>States,86
Pinot Noir,United<br>States,92
Chardonnay,United<br>States,86
Viognier,United<br>States,86
Bordeaux-style Red Blend,United<br>States,86
Red Blend,United<br>States,86
Cabernet Sauvignon,United<br>States,92
Rosé,United<br>States,86
Cabernet Sauvignon,United<br>States,92
Sauvignon Blanc,United<br>States,86
Pinot Noir,United<br>States,85
Cabernet Sauvignon,United<br>States,85
Red Blend,United<br>States,85
Sangiovese,United<br>States,85
Sauvignon Blanc,United<br>States,85
Pinot Noir,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Chardonnay,United<br>States,90
Cabernet Sauvignon,United<br>States,92
Mourvèdre,United<br>States,92
Cabernet Sauvignon,United<br>States,90
Zinfandel,United<br>States,90
Sauvignon Blanc,United<br>States,92
Chardonnay,United<br>States,86
Syrah,United<br>States,91
Bordeaux-style Red Blend,United<br>States,87
Cabernet Sauvignon,United<br>States,87
Red Blend,United<br>States,83
Riesling,United<br>States,83
Syrah,United<br>States,83
Pinot Noir,United<br>States,83
Zinfandel,United<br>States,87
Pinot Noir,United<br>States,83
Chardonnay,United<br>States,83
Chardonnay,United<br>States,83
Pinot Noir,United<br>States,83
Zinfandel,United<br>States,83
Cabernet Sauvignon,United<br>States,83
Chardonnay,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Cabernet Sauvignon,United<br>States,87
Chardonnay,United<br>States,90
Chardonnay,United<br>States,90
Riesling,United<br>States,87
Cabernet Sauvignon,United<br>States,90
Red Blend,United<br>States,90
Zinfandel,United<br>States,87
Pinot Noir,United<br>States,90
Pinot Noir,United<br>States,87
Viognier,United<br>States,87
Cabernet Sauvignon,United<br>States,90
Pinot Noir,United<br>States,87
Barbera,United<br>States,87
Syrah,United<br>States,90
Chardonnay,United<br>States,90
Marsanne,United<br>States,87
Zinfandel,United<br>States,84
Sangiovese-Syrah,United<br>States,84
Sangiovese,United<br>States,84
Cabernet Sauvignon,United<br>States,84
Zinfandel,United<br>States,87
Merlot,United<br>States,87
Marsanne-Roussanne,United<br>States,87
Sparkling Blend,United<br>States,87
Pinot Noir,United<br>States,90
Pinot Noir,United<br>States,90
Pinot Noir,United<br>States,90
Pinot Noir,United<br>States,90
Tempranillo,United<br>States,87
Rhône-style Red Blend,United<br>States,89
Cabernet Sauvignon,United<br>States,89
Chardonnay,United<br>States,89
Pinot Noir,United<br>States,87
Pinot Noir,United<br>States,87
Sauvignon Blanc,United<br>States,88
Zinfandel,United<br>States,88
Riesling,United<br>States,88
Bordeaux-style Red Blend,United<br>States,88
Riesling,United<br>States,87
Syrah,United<br>States,87
Pinot Noir,United<br>States,89
Malbec,United<br>States,89
Cabernet Sauvignon,United<br>States,89
Merlot,United<br>States,89
Red Blend,United<br>States,89
Cabernet Sauvignon,United<br>States,90
Chardonnay,United<br>States,90
Primitivo,United<br>States,90
Syrah,United<br>States,88
Albariño,United<br>States,90
Barbera,United<br>States,87
Cabernet Sauvignon,United<br>States,87
Rosé,United<br>States,82
Cabernet Sauvignon,United<br>States,95
Syrah,United<br>States,88
Rhône-style Red Blend,United<br>States,88
Malbec,United<br>States,88
Pinot Noir,United<br>States,95
Bordeaux-style Red Blend,United<br>States,88
Cabernet Sauvignon,United<br>States,95
Bordeaux-style Red Blend,United<br>States,88
Merlot,United<br>States,88
Petit Verdot,United<br>States,88
Bordeaux-style Red Blend,United<br>States,88
Roussanne,United<br>States,88
Pinot Noir,United<br>States,87
Chardonnay,United<br>States,88
Merlot,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Zinfandel,United<br>States,88
Zinfandel,United<br>States,88
Viognier,United<br>States,95
Sangiovese,United<br>States,88
Mourvèdre,United<br>States,88
Zinfandel,United<br>States,87
Bordeaux-style Red Blend,United<br>States,95
Touriga Nacional,United<br>States,87
Grenache,United<br>States,87
Pinot Noir,United<br>States,87
Pinot Noir,United<br>States,87
Chardonnay,United<br>States,88
Cabernet Sauvignon,United<br>States,82
Pinot Noir,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Sémillon,United<br>States,89
Merlot,United<br>States,87
Pinot Noir,United<br>States,87
Red Blend,United<br>States,87
Pinot Gris,United<br>States,87
Red Blend,United<br>States,89
Rosé,United<br>States,89
Riesling,United<br>States,85
Cabernet Sauvignon,United<br>States,87
Meritage,United<br>States,87
Merlot,United<br>States,85
Syrah,United<br>States,87
Chardonnay,United<br>States,85
Sauvignon Blanc,United<br>States,87
Bordeaux-style Red Blend,United<br>States,92
Pinot Noir,United<br>States,91
Champagne Blend,United<br>States,91
Pinot Noir,United<br>States,91
Cabernet Sauvignon,United<br>States,91
Pinot Noir,United<br>States,91
Champagne Blend,United<br>States,90
Champagne Blend,United<br>States,90
Pinot Noir,United<br>States,90
Pinot Noir,United<br>States,90
Champagne Blend,United<br>States,90
Champagne Blend,United<br>States,89
Pinot Noir,United<br>States,89
Pinot Noir,United<br>States,89
Pinot Noir,United<br>States,92
Petite Sirah,United<br>States,90
Zinfandel,United<br>States,89
Pinot Noir,United<br>States,87
Chardonnay,United<br>States,90
Chardonnay,United<br>States,91
Bordeaux-style Red Blend,United<br>States,91
Merlot,United<br>States,91
Rhône-style Red Blend,United<br>States,91
Cabernet Sauvignon,United<br>States,90
Sangiovese,United<br>States,91
Cabernet Sauvignon,United<br>States,91
Rosé,United<br>States,89
Bordeaux-style Red Blend,United<br>States,91
Dolcetto,United<br>States,90
Merlot,United<br>States,90
Syrah,United<br>States,90
Chardonnay,United<br>States,89
Gewürztraminer,United<br>States,90
Syrah,United<br>States,90
Sauvignon Blanc,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Chardonnay,United<br>States,90
Red Blend,United<br>States,90
Merlot,United<br>States,89
Barbera,United<br>States,89
Pinot Noir,United<br>States,88
Syrah,United<br>States,88
Pinot Noir,United<br>States,88
Cabernet Sauvignon,United<br>States,89
Viognier,United<br>States,89
Rosé,United<br>States,89
Pinot Noir,United<br>States,89
Gewürztraminer,United<br>States,82
Zinfandel,United<br>States,82
Red Blend,United<br>States,89
Zinfandel,United<br>States,89
Chardonnay,United<br>States,89
Syrah,United<br>States,89
Syrah,United<br>States,94
Viognier,United<br>States,89
Riesling,United<br>States,87
Bordeaux-style Red Blend,United<br>States,94
Cabernet Franc,United<br>States,87
Rhône-style Red Blend,United<br>States,87
Sparkling Blend,United<br>States,94
Bordeaux-style Red Blend,United<br>States,94
White Blend,United<br>States,86
Grüner Veltliner,United<br>States,89
Cabernet Franc,United<br>States,86
Rosé,United<br>States,86
Chardonnay,United<br>States,86
Chardonnay,United<br>States,86
Merlot,United<br>States,86
Sauvignon Blanc,United<br>States,86
Sauvignon Blanc,United<br>States,86
Chardonnay,United<br>States,95
Cabernet Sauvignon,United<br>States,95
Bordeaux-style Red Blend,United<br>States,95
Bordeaux-style Red Blend,United<br>States,95
Bordeaux-style Red Blend,United<br>States,94
Chardonnay,United<br>States,94
Syrah,United<br>States,94
Sauvignon Blanc,United<br>States,86
Sparkling Blend,United<br>States,94
Bordeaux-style Red Blend,United<br>States,94
Sauvignon Blanc,United<br>States,89
Zinfandel,United<br>States,88
Chardonnay,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,88
Sauvignon Blanc,United<br>States,88
Rhône-style Red Blend,United<br>States,88
Sparkling Blend,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Riesling,United<br>States,88
Pinot Grigio,United<br>States,88
Zinfandel,United<br>States,88
Cabernet Sauvignon,United<br>States,93
Riesling,United<br>States,93
Chardonnay,United<br>States,94
Petite Sirah,United<br>States,88
Riesling,United<br>States,89
Riesling,United<br>States,89
Sparkling Blend,United<br>States,93
Viognier,United<br>States,89
Tempranillo,United<br>States,89
Gewürztraminer,United<br>States,89
Pinot Noir,United<br>States,89
Cabernet Sauvignon,United<br>States,89
Bordeaux-style Red Blend,United<br>States,89
Cabernet Sauvignon,United<br>States,89
Merlot,United<br>States,89
Grenache Blanc,United<br>States,89
Bordeaux-style Red Blend,United<br>States,94
Cabernet Sauvignon,United<br>States,88
Sauvignon Blanc,United<br>States,82
Syrah,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Grenache,United<br>States,94
Chardonnay,United<br>States,90
Sauvignon Blanc,United<br>States,90
Bordeaux-style Red Blend,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Syrah,United<br>States,94
Bordeaux-style Red Blend,United<br>States,83
Cabernet Sauvignon,United<br>States,94
Bordeaux-style Red Blend,United<br>States,83
Cabernet Franc,United<br>States,83
Chardonnay,United<br>States,83
Bordeaux-style Red Blend,United<br>States,94
Pinot Noir,United<br>States,90
Cabernet Sauvignon,United<br>States,94
Cabernet Sauvignon-Syrah,United<br>States,94
Viognier,United<br>States,82
Mourvèdre,United<br>States,82
Riesling,United<br>States,94
Chardonnay,United<br>States,82
Cabernet Sauvignon,United<br>States,94
Chardonnay,United<br>States,94
Cabernet Franc,United<br>States,94
Bordeaux-style Red Blend,United<br>States,82
Bordeaux-style Red Blend,United<br>States,82
Bordeaux-style Red Blend,United<br>States,82
Rosé,United<br>States,82
Cabernet Franc,United<br>States,82
Grenache,United<br>States,94
Cabernet Sauvignon,United<br>States,88
Pinot Noir,United<br>States,90
Cabernet Sauvignon,United<br>States,94
Pinot Noir,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Pinot Noir,United<br>States,94
Riesling,United<br>States,94
Mourvèdre,United<br>States,88
Chardonnay,United<br>States,88
Merlot,United<br>States,88
Pinot Noir,United<br>States,88
Pinot Noir,United<br>States,88
Pinot Noir,United<br>States,88
Tempranillo,United<br>States,88
Red Blend,United<br>States,88
Merlot,United<br>States,88
Red Blend,United<br>States,94
Mourvèdre,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Grenache,United<br>States,88
Zinfandel,United<br>States,88
Zinfandel,United<br>States,88
Pinot Noir,United<br>States,88
Sangiovese,United<br>States,88
Pinot Noir,United<br>States,94
Sauvignon Blanc,United<br>States,88
Riesling,United<br>States,90
Carignane,United<br>States,90
Sauvignon Blanc,United<br>States,90
Red Blend,United<br>States,90
Chardonnay,United<br>States,94
Cabernet Franc,United<br>States,88
Pinot Noir,United<br>States,89
Bordeaux-style Red Blend,United<br>States,85
Chardonnay,United<br>States,89
Pinot Noir,United<br>States,90
Lemberger,United<br>States,90
Cabernet Franc,United<br>States,91
Merlot,United<br>States,91
Pinot Noir,United<br>States,91
Syrah,United<br>States,91
Chardonnay,United<br>States,89
Pinot Noir,United<br>States,91
Syrah,United<br>States,91
Merlot,United<br>States,89
Pinot Noir,United<br>States,91
Bordeaux-style Red Blend,United<br>States,91
Riesling,United<br>States,89
Chardonnay,United<br>States,89
Chardonnay,United<br>States,89
Pinot Noir,United<br>States,91
Bordeaux-style Red Blend,United<br>States,89
Syrah,United<br>States,91
Pinot Noir,United<br>States,91
Viognier-Roussanne,United<br>States,89
Cabernet Franc,United<br>States,89
Sauvignon Blanc,United<br>States,91
Pinot Gris,United<br>States,91
Pinot Noir,United<br>States,91
Gewürztraminer,United<br>States,86
Rosé,United<br>States,86
White Blend,United<br>States,89
Rosé,United<br>States,86
Sauvignon Blanc,United<br>States,91
Cabernet Sauvignon,United<br>States,86
Pinot Noir,United<br>States,89
Rosé,United<br>States,90
Bordeaux-style Red Blend,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Bordeaux-style Red Blend,United<br>States,93
Bordeaux-style Red Blend,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Chardonnay,United<br>States,90
Cabernet Sauvignon,United<br>States,93
Pinot Noir,United<br>States,91
Sangiovese,United<br>States,91
Pinot Noir,United<br>States,91
Chardonnay,United<br>States,86
Pinot Noir,United<br>States,91
Chardonnay,United<br>States,91
Riesling,United<br>States,86
Red Blend,United<br>States,86
Cabernet Sauvignon,United<br>States,91
Riesling,United<br>States,86
Cabernet Sauvignon,United<br>States,90
Syrah,United<br>States,88
Bordeaux-style Red Blend,United<br>States,90
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon,United<br>States,94
Pinot Noir,United<br>States,86
Cabernet Sauvignon,United<br>States,92
Red Blend,United<br>States,90
Cabernet Sauvignon-Syrah,United<br>States,90
Chardonnay,United<br>States,90
Red Blend,United<br>States,90
Chardonnay,United<br>States,90
Zinfandel,United<br>States,90
Champagne Blend,United<br>States,84
Red Blend,United<br>States,85
Cabernet Sauvignon,United<br>States,85
Chardonnay,United<br>States,85
Champagne Blend,United<br>States,84
Cabernet Sauvignon,United<br>States,85
Merlot,United<br>States,85
Cabernet Sauvignon,United<br>States,90
Chardonnay,United<br>States,85
Syrah,United<br>States,95
Cabernet Sauvignon,United<br>States,88
Syrah,United<br>States,88
Riesling,United<br>States,95
